rule_id,antecedents,consequents,combined
77,"determiners, nouns",conjunctions,"determiners, nouns,conjunctions"
78,"conjunctions, nouns",determiners,"conjunctions, nouns,determiners"
79,determiners,"conjunctions, nouns","determiners,conjunctions, nouns"
80,conjunctions,"determiners, nouns","conjunctions,determiners, nouns"
81,nouns,"determiners, conjunctions","nouns,determiners, conjunctions"
82,"main_verbs, determiners",conjunctions,"main_verbs, determiners,conjunctions"
83,"main_verbs, conjunctions",determiners,"main_verbs, conjunctions,determiners"
84,"determiners, conjunctions",main_verbs,"determiners, conjunctions,main_verbs"
85,main_verbs,"determiners, conjunctions","main_verbs,determiners, conjunctions"
86,determiners,"main_verbs, conjunctions","determiners,main_verbs, conjunctions"
87,conjunctions,"main_verbs, determiners","conjunctions,main_verbs, determiners"
88,tense,prepositions,"tense,prepositions"
89,prepositions,tense,"prepositions,tense"
90,"tense, conjunctions",nouns,"tense, conjunctions,nouns"
91,"tense, nouns",conjunctions,"tense, nouns,conjunctions"
92,"conjunctions, nouns",tense,"conjunctions, nouns,tense"
93,tense,"conjunctions, nouns","tense,conjunctions, nouns"
94,conjunctions,"tense, nouns","conjunctions,tense, nouns"
95,nouns,"tense, conjunctions","nouns,tense, conjunctions"
96,"conjunctions, nouns",prepositions,"conjunctions, nouns,prepositions"
97,"conjunctions, prepositions",nouns,"conjunctions, prepositions,nouns"
98,"prepositions, nouns",conjunctions,"prepositions, nouns,conjunctions"
99,conjunctions,"prepositions, nouns","conjunctions,prepositions, nouns"
100,nouns,"conjunctions, prepositions","nouns,conjunctions, prepositions"
101,prepositions,"conjunctions, nouns","prepositions,conjunctions, nouns"
102,"main_verbs, determiners",prepositions,"main_verbs, determiners,prepositions"
103,"main_verbs, prepositions",determiners,"main_verbs, prepositions,determiners"
104,"determiners, prepositions",main_verbs,"determiners, prepositions,main_verbs"
105,main_verbs,"determiners, prepositions","main_verbs,determiners, prepositions"
106,determiners,"main_verbs, prepositions","determiners,main_verbs, prepositions"
107,prepositions,"main_verbs, determiners","prepositions,main_verbs, determiners"
108,"tense, determiners, conjunctions",prepositions,"tense, determiners, conjunctions,prepositions"
109,"tense, determiners, prepositions",conjunctions,"tense, determiners, prepositions,conjunctions"
110,"tense, conjunctions, prepositions",determiners,"tense, conjunctions, prepositions,determiners"
111,"determiners, conjunctions, prepositions",tense,"determiners, conjunctions, prepositions,tense"
112,"tense, determiners","conjunctions, prepositions","tense, determiners,conjunctions, prepositions"
113,"tense, conjunctions","determiners, prepositions","tense, conjunctions,determiners, prepositions"
114,"tense, prepositions","determiners, conjunctions","tense, prepositions,determiners, conjunctions"
115,"determiners, conjunctions","tense, prepositions","determiners, conjunctions,tense, prepositions"
116,"determiners, prepositions","tense, conjunctions","determiners, prepositions,tense, conjunctions"
117,"conjunctions, prepositions","tense, determiners","conjunctions, prepositions,tense, determiners"
118,tense,"determiners, conjunctions, prepositions","tense,determiners, conjunctions, prepositions"
119,determiners,"tense, conjunctions, prepositions","determiners,tense, conjunctions, prepositions"
120,conjunctions,"tense, determiners, prepositions","conjunctions,tense, determiners, prepositions"
121,prepositions,"tense, determiners, conjunctions","prepositions,tense, determiners, conjunctions"
122,"main_verbs, conjunctions, nouns",prepositions,"main_verbs, conjunctions, nouns,prepositions"
123,"main_verbs, conjunctions, prepositions",nouns,"main_verbs, conjunctions, prepositions,nouns"
124,"main_verbs, prepositions, nouns",conjunctions,"main_verbs, prepositions, nouns,conjunctions"
125,"conjunctions, nouns, prepositions",main_verbs,"conjunctions, nouns, prepositions,main_verbs"
126,"main_verbs, conjunctions","prepositions, nouns","main_verbs, conjunctions,prepositions, nouns"
127,"main_verbs, nouns","conjunctions, prepositions","main_verbs, nouns,conjunctions, prepositions"
128,"main_verbs, prepositions","conjunctions, nouns","main_verbs, prepositions,conjunctions, nouns"
129,"conjunctions, nouns","main_verbs, prepositions","conjunctions, nouns,main_verbs, prepositions"
130,"conjunctions, prepositions","main_verbs, nouns","conjunctions, prepositions,main_verbs, nouns"
131,"prepositions, nouns","main_verbs, conjunctions","prepositions, nouns,main_verbs, conjunctions"
132,main_verbs,"conjunctions, nouns, prepositions","main_verbs,conjunctions, nouns, prepositions"
133,conjunctions,"main_verbs, prepositions, nouns","conjunctions,main_verbs, prepositions, nouns"
134,nouns,"main_verbs, conjunctions, prepositions","nouns,main_verbs, conjunctions, prepositions"
135,prepositions,"main_verbs, conjunctions, nouns","prepositions,main_verbs, conjunctions, nouns"
136,"main_verbs, conjunctions, tense",nouns,"main_verbs, conjunctions, tense,nouns"
137,"main_verbs, tense, nouns",conjunctions,"main_verbs, tense, nouns,conjunctions"
138,"main_verbs, conjunctions, nouns",tense,"main_verbs, conjunctions, nouns,tense"
139,"tense, conjunctions, nouns",main_verbs,"tense, conjunctions, nouns,main_verbs"
140,"main_verbs, tense","conjunctions, nouns","main_verbs, tense,conjunctions, nouns"
141,"main_verbs, conjunctions","tense, nouns","main_verbs, conjunctions,tense, nouns"
142,"main_verbs, nouns","tense, conjunctions","main_verbs, nouns,tense, conjunctions"
143,"tense, conjunctions","main_verbs, nouns","tense, conjunctions,main_verbs, nouns"
144,"tense, nouns","main_verbs, conjunctions","tense, nouns,main_verbs, conjunctions"
145,"conjunctions, nouns","main_verbs, tense","conjunctions, nouns,main_verbs, tense"
146,main_verbs,"tense, conjunctions, nouns","main_verbs,tense, conjunctions, nouns"
147,tense,"main_verbs, conjunctions, nouns","tense,main_verbs, conjunctions, nouns"
148,conjunctions,"main_verbs, tense, nouns","conjunctions,main_verbs, tense, nouns"
149,nouns,"main_verbs, conjunctions, tense","nouns,main_verbs, conjunctions, tense"
150,"tense, conjunctions, nouns",prepositions,"tense, conjunctions, nouns,prepositions"
151,"tense, conjunctions, prepositions",nouns,"tense, conjunctions, prepositions,nouns"
152,"tense, prepositions, nouns",conjunctions,"tense, prepositions, nouns,conjunctions"
153,"conjunctions, nouns, prepositions",tense,"conjunctions, nouns, prepositions,tense"
154,"tense, conjunctions","prepositions, nouns","tense, conjunctions,prepositions, nouns"
155,"tense, nouns","conjunctions, prepositions","tense, nouns,conjunctions, prepositions"
156,"tense, prepositions","conjunctions, nouns","tense, prepositions,conjunctions, nouns"
157,"conjunctions, nouns","tense, prepositions","conjunctions, nouns,tense, prepositions"
158,"conjunctions, prepositions","tense, nouns","conjunctions, prepositions,tense, nouns"
159,"prepositions, nouns","tense, conjunctions","prepositions, nouns,tense, conjunctions"
160,tense,"conjunctions, nouns, prepositions","tense,conjunctions, nouns, prepositions"
161,conjunctions,"tense, prepositions, nouns","conjunctions,tense, prepositions, nouns"
162,nouns,"tense, conjunctions, prepositions","nouns,tense, conjunctions, prepositions"
163,prepositions,"tense, conjunctions, nouns","prepositions,tense, conjunctions, nouns"
164,"main_verbs, determiners, conjunctions",prepositions,"main_verbs, determiners, conjunctions,prepositions"
165,"main_verbs, determiners, prepositions",conjunctions,"main_verbs, determiners, prepositions,conjunctions"
166,"main_verbs, conjunctions, prepositions",determiners,"main_verbs, conjunctions, prepositions,determiners"
167,"determiners, conjunctions, prepositions",main_verbs,"determiners, conjunctions, prepositions,main_verbs"
168,"main_verbs, determiners","conjunctions, prepositions","main_verbs, determiners,conjunctions, prepositions"
169,"main_verbs, conjunctions","determiners, prepositions","main_verbs, conjunctions,determiners, prepositions"
170,"main_verbs, prepositions","determiners, conjunctions","main_verbs, prepositions,determiners, conjunctions"
171,"determiners, conjunctions","main_verbs, prepositions","determiners, conjunctions,main_verbs, prepositions"
172,"determiners, prepositions","main_verbs, conjunctions","determiners, prepositions,main_verbs, conjunctions"
173,"conjunctions, prepositions","main_verbs, determiners","conjunctions, prepositions,main_verbs, determiners"
174,main_verbs,"determiners, conjunctions, prepositions","main_verbs,determiners, conjunctions, prepositions"
175,determiners,"main_verbs, conjunctions, prepositions","determiners,main_verbs, conjunctions, prepositions"
176,conjunctions,"main_verbs, determiners, prepositions","conjunctions,main_verbs, determiners, prepositions"
177,prepositions,"main_verbs, determiners, conjunctions","prepositions,main_verbs, determiners, conjunctions"
178,"main_verbs, prepositions",tense,"main_verbs, prepositions,tense"
179,"main_verbs, tense",prepositions,"main_verbs, tense,prepositions"
180,"tense, prepositions",main_verbs,"tense, prepositions,main_verbs"
181,main_verbs,"tense, prepositions","main_verbs,tense, prepositions"
182,prepositions,"main_verbs, tense","prepositions,main_verbs, tense"
183,tense,"main_verbs, prepositions","tense,main_verbs, prepositions"
184,"tense, prepositions",nouns,"tense, prepositions,nouns"
185,"tense, nouns",prepositions,"tense, nouns,prepositions"
186,"prepositions, nouns",tense,"prepositions, nouns,tense"
187,tense,"prepositions, nouns","tense,prepositions, nouns"
188,prepositions,"tense, nouns","prepositions,tense, nouns"
189,nouns,"tense, prepositions","nouns,tense, prepositions"
190,"main_verbs, determiners, conjunctions",nouns,"main_verbs, determiners, conjunctions,nouns"
191,"main_verbs, determiners, nouns",conjunctions,"main_verbs, determiners, nouns,conjunctions"
192,"main_verbs, conjunctions, nouns",determiners,"main_verbs, conjunctions, nouns,determiners"
193,"determiners, conjunctions, nouns",main_verbs,"determiners, conjunctions, nouns,main_verbs"
194,"main_verbs, determiners","conjunctions, nouns","main_verbs, determiners,conjunctions, nouns"
195,"main_verbs, conjunctions","determiners, nouns","main_verbs, conjunctions,determiners, nouns"
196,"main_verbs, nouns","determiners, conjunctions","main_verbs, nouns,determiners, conjunctions"
197,"determiners, conjunctions","main_verbs, nouns","determiners, conjunctions,main_verbs, nouns"
198,"determiners, nouns","main_verbs, conjunctions","determiners, nouns,main_verbs, conjunctions"
199,"conjunctions, nouns","main_verbs, determiners","conjunctions, nouns,main_verbs, determiners"
200,main_verbs,"determiners, conjunctions, nouns","main_verbs,determiners, conjunctions, nouns"
201,determiners,"main_verbs, conjunctions, nouns","determiners,main_verbs, conjunctions, nouns"
202,conjunctions,"main_verbs, determiners, nouns","conjunctions,main_verbs, determiners, nouns"
203,nouns,"main_verbs, determiners, conjunctions","nouns,main_verbs, determiners, conjunctions"
204,"main_verbs, tense",nouns,"main_verbs, tense,nouns"
205,"main_verbs, nouns",tense,"main_verbs, nouns,tense"
206,"tense, nouns",main_verbs,"tense, nouns,main_verbs"
207,main_verbs,"tense, nouns","main_verbs,tense, nouns"
208,tense,"main_verbs, nouns","tense,main_verbs, nouns"
209,nouns,"main_verbs, tense","nouns,main_verbs, tense"
210,"main_verbs, prepositions",nouns,"main_verbs, prepositions,nouns"
211,"main_verbs, nouns",prepositions,"main_verbs, nouns,prepositions"
212,"prepositions, nouns",main_verbs,"prepositions, nouns,main_verbs"
213,main_verbs,"prepositions, nouns","main_verbs,prepositions, nouns"
214,prepositions,"main_verbs, nouns","prepositions,main_verbs, nouns"
215,nouns,"main_verbs, prepositions","nouns,main_verbs, prepositions"
216,"tense, determiners",prepositions,"tense, determiners,prepositions"
217,"tense, prepositions",determiners,"tense, prepositions,determiners"
218,"determiners, prepositions",tense,"determiners, prepositions,tense"
219,tense,"determiners, prepositions","tense,determiners, prepositions"
220,determiners,"tense, prepositions","determiners,tense, prepositions"
221,prepositions,"tense, determiners","prepositions,tense, determiners"
222,"tense, determiners",nouns,"tense, determiners,nouns"
223,"tense, nouns",determiners,"tense, nouns,determiners"
224,"determiners, nouns",tense,"determiners, nouns,tense"
225,tense,"determiners, nouns","tense,determiners, nouns"
226,determiners,"tense, nouns","determiners,tense, nouns"
227,nouns,"tense, determiners","nouns,tense, determiners"
228,"main_verbs, conjunctions, tense",prepositions,"main_verbs, conjunctions, tense,prepositions"
229,"main_verbs, conjunctions, prepositions",tense,"main_verbs, conjunctions, prepositions,tense"
230,"main_verbs, prepositions, tense",conjunctions,"main_verbs, prepositions, tense,conjunctions"
231,"tense, conjunctions, prepositions",main_verbs,"tense, conjunctions, prepositions,main_verbs"
232,"main_verbs, conjunctions","tense, prepositions","main_verbs, conjunctions,tense, prepositions"
233,"main_verbs, tense","conjunctions, prepositions","main_verbs, tense,conjunctions, prepositions"
234,"main_verbs, prepositions","tense, conjunctions","main_verbs, prepositions,tense, conjunctions"
235,"tense, conjunctions","main_verbs, prepositions","tense, conjunctions,main_verbs, prepositions"
236,"conjunctions, prepositions","main_verbs, tense","conjunctions, prepositions,main_verbs, tense"
237,"tense, prepositions","main_verbs, conjunctions","tense, prepositions,main_verbs, conjunctions"
238,main_verbs,"tense, conjunctions, prepositions","main_verbs,tense, conjunctions, prepositions"
239,conjunctions,"main_verbs, prepositions, tense","conjunctions,main_verbs, prepositions, tense"
240,tense,"main_verbs, conjunctions, prepositions","tense,main_verbs, conjunctions, prepositions"
241,prepositions,"main_verbs, conjunctions, tense","prepositions,main_verbs, conjunctions, tense"
242,"main_verbs, determiners, conjunctions",tense,"main_verbs, determiners, conjunctions,tense"
243,"main_verbs, determiners, tense",conjunctions,"main_verbs, determiners, tense,conjunctions"
244,"main_verbs, conjunctions, tense",determiners,"main_verbs, conjunctions, tense,determiners"
245,"tense, determiners, conjunctions",main_verbs,"tense, determiners, conjunctions,main_verbs"
246,"main_verbs, determiners","tense, conjunctions","main_verbs, determiners,tense, conjunctions"
247,"main_verbs, conjunctions","tense, determiners","main_verbs, conjunctions,tense, determiners"
248,"main_verbs, tense","determiners, conjunctions","main_verbs, tense,determiners, conjunctions"
249,"determiners, conjunctions","main_verbs, tense","determiners, conjunctions,main_verbs, tense"
250,"tense, determiners","main_verbs, conjunctions","tense, determiners,main_verbs, conjunctions"
251,"tense, conjunctions","main_verbs, determiners","tense, conjunctions,main_verbs, determiners"
252,main_verbs,"tense, determiners, conjunctions","main_verbs,tense, determiners, conjunctions"
253,determiners,"main_verbs, conjunctions, tense","determiners,main_verbs, conjunctions, tense"
254,conjunctions,"main_verbs, determiners, tense","conjunctions,main_verbs, determiners, tense"
255,tense,"main_verbs, determiners, conjunctions","tense,main_verbs, determiners, conjunctions"
256,"determiners, conjunctions, nouns",prepositions,"determiners, conjunctions, nouns,prepositions"
257,"determiners, conjunctions, prepositions",nouns,"determiners, conjunctions, prepositions,nouns"
258,"determiners, prepositions, nouns",conjunctions,"determiners, prepositions, nouns,conjunctions"
259,"conjunctions, nouns, prepositions",determiners,"conjunctions, nouns, prepositions,determiners"
260,"determiners, conjunctions","prepositions, nouns","determiners, conjunctions,prepositions, nouns"
261,"determiners, nouns","conjunctions, prepositions","determiners, nouns,conjunctions, prepositions"
262,"determiners, prepositions","conjunctions, nouns","determiners, prepositions,conjunctions, nouns"
263,"conjunctions, nouns","determiners, prepositions","conjunctions, nouns,determiners, prepositions"
264,"conjunctions, prepositions","determiners, nouns","conjunctions, prepositions,determiners, nouns"
265,"prepositions, nouns","determiners, conjunctions","prepositions, nouns,determiners, conjunctions"
266,determiners,"conjunctions, nouns, prepositions","determiners,conjunctions, nouns, prepositions"
267,conjunctions,"determiners, prepositions, nouns","conjunctions,determiners, prepositions, nouns"
268,nouns,"determiners, conjunctions, prepositions","nouns,determiners, conjunctions, prepositions"
269,prepositions,"determiners, conjunctions, nouns","prepositions,determiners, conjunctions, nouns"
270,"tense, determiners, conjunctions",nouns,"tense, determiners, conjunctions,nouns"
271,"tense, determiners, nouns",conjunctions,"tense, determiners, nouns,conjunctions"
272,"tense, conjunctions, nouns",determiners,"tense, conjunctions, nouns,determiners"
273,"determiners, conjunctions, nouns",tense,"determiners, conjunctions, nouns,tense"
274,"tense, determiners","conjunctions, nouns","tense, determiners,conjunctions, nouns"
275,"tense, conjunctions","determiners, nouns","tense, conjunctions,determiners, nouns"
276,"tense, nouns","determiners, conjunctions","tense, nouns,determiners, conjunctions"
277,"determiners, conjunctions","tense, nouns","determiners, conjunctions,tense, nouns"
278,"determiners, nouns","tense, conjunctions","determiners, nouns,tense, conjunctions"
279,"conjunctions, nouns","tense, determiners","conjunctions, nouns,tense, determiners"
280,tense,"determiners, conjunctions, nouns","tense,determiners, conjunctions, nouns"
281,determiners,"tense, conjunctions, nouns","determiners,tense, conjunctions, nouns"
282,conjunctions,"tense, determiners, nouns","conjunctions,tense, determiners, nouns"
283,nouns,"tense, determiners, conjunctions","nouns,tense, determiners, conjunctions"
284,"determiners, prepositions",nouns,"determiners, prepositions,nouns"
285,"determiners, nouns",prepositions,"determiners, nouns,prepositions"
286,"prepositions, nouns",determiners,"prepositions, nouns,determiners"
287,determiners,"prepositions, nouns","determiners,prepositions, nouns"
288,prepositions,"determiners, nouns","prepositions,determiners, nouns"
289,nouns,"determiners, prepositions","nouns,determiners, prepositions"
290,"main_verbs, determiners, tense, nouns",prepositions,"main_verbs, determiners, tense, nouns,prepositions"
291,"main_verbs, determiners, prepositions, tense",nouns,"main_verbs, determiners, prepositions, tense,nouns"
292,"main_verbs, determiners, prepositions, nouns",tense,"main_verbs, determiners, prepositions, nouns,tense"
293,"tense, determiners, prepositions, nouns",main_verbs,"tense, determiners, prepositions, nouns,main_verbs"
294,"main_verbs, prepositions, tense, nouns",determiners,"main_verbs, prepositions, tense, nouns,determiners"
295,"main_verbs, determiners, tense","prepositions, nouns","main_verbs, determiners, tense,prepositions, nouns"
296,"main_verbs, determiners, nouns","tense, prepositions","main_verbs, determiners, nouns,tense, prepositions"
297,"main_verbs, determiners, prepositions","tense, nouns","main_verbs, determiners, prepositions,tense, nouns"
298,"tense, determiners, nouns","main_verbs, prepositions","tense, determiners, nouns,main_verbs, prepositions"
299,"tense, determiners, prepositions","main_verbs, nouns","tense, determiners, prepositions,main_verbs, nouns"
300,"determiners, prepositions, nouns","main_verbs, tense","determiners, prepositions, nouns,main_verbs, tense"
301,"main_verbs, tense, nouns","determiners, prepositions","main_verbs, tense, nouns,determiners, prepositions"
302,"main_verbs, prepositions, tense","determiners, nouns","main_verbs, prepositions, tense,determiners, nouns"
303,"main_verbs, prepositions, nouns","tense, determiners","main_verbs, prepositions, nouns,tense, determiners"
304,"tense, prepositions, nouns","main_verbs, determiners","tense, prepositions, nouns,main_verbs, determiners"
305,"main_verbs, determiners","tense, prepositions, nouns","main_verbs, determiners,tense, prepositions, nouns"
306,"tense, determiners","main_verbs, prepositions, nouns","tense, determiners,main_verbs, prepositions, nouns"
307,"determiners, nouns","main_verbs, prepositions, tense","determiners, nouns,main_verbs, prepositions, tense"
308,"determiners, prepositions","main_verbs, tense, nouns","determiners, prepositions,main_verbs, tense, nouns"
309,"main_verbs, tense","determiners, prepositions, nouns","main_verbs, tense,determiners, prepositions, nouns"
310,"main_verbs, nouns","tense, determiners, prepositions","main_verbs, nouns,tense, determiners, prepositions"
311,"main_verbs, prepositions","tense, determiners, nouns","main_verbs, prepositions,tense, determiners, nouns"
312,"tense, nouns","main_verbs, determiners, prepositions","tense, nouns,main_verbs, determiners, prepositions"
313,"tense, prepositions","main_verbs, determiners, nouns","tense, prepositions,main_verbs, determiners, nouns"
314,"prepositions, nouns","main_verbs, determiners, tense","prepositions, nouns,main_verbs, determiners, tense"
315,determiners,"main_verbs, prepositions, tense, nouns","determiners,main_verbs, prepositions, tense, nouns"
316,main_verbs,"tense, determiners, prepositions, nouns","main_verbs,tense, determiners, prepositions, nouns"
317,tense,"main_verbs, determiners, prepositions, nouns","tense,main_verbs, determiners, prepositions, nouns"
318,nouns,"main_verbs, determiners, prepositions, tense","nouns,main_verbs, determiners, prepositions, tense"
319,prepositions,"main_verbs, determiners, tense, nouns","prepositions,main_verbs, determiners, tense, nouns"
320,"determiners, main_verbs, tense, nouns, prepositions",conjunctions,"determiners, main_verbs, tense, nouns, prepositions,conjunctions"
321,"determiners, prepositions, main_verbs, tense, conjunctions",nouns,"determiners, prepositions, main_verbs, tense, conjunctions,nouns"
322,"determiners, prepositions, main_verbs, nouns, conjunctions",tense,"determiners, prepositions, main_verbs, nouns, conjunctions,tense"
323,"determiners, prepositions, tense, nouns, conjunctions",main_verbs,"determiners, prepositions, tense, nouns, conjunctions,main_verbs"
324,"determiners, main_verbs, tense, nouns, conjunctions",prepositions,"determiners, main_verbs, tense, nouns, conjunctions,prepositions"
325,"prepositions, main_verbs, tense, nouns, conjunctions",determiners,"prepositions, main_verbs, tense, nouns, conjunctions,determiners"
326,"main_verbs, determiners, prepositions, tense","conjunctions, nouns","main_verbs, determiners, prepositions, tense,conjunctions, nouns"
327,"main_verbs, determiners, prepositions, nouns","tense, conjunctions","main_verbs, determiners, prepositions, nouns,tense, conjunctions"
328,"main_verbs, determiners, prepositions, conjunctions","tense, nouns","main_verbs, determiners, prepositions, conjunctions,tense, nouns"
329,"tense, determiners, prepositions, nouns","main_verbs, conjunctions","tense, determiners, prepositions, nouns,main_verbs, conjunctions"
330,"tense, determiners, prepositions, conjunctions","main_verbs, nouns","tense, determiners, prepositions, conjunctions,main_verbs, nouns"
331,"conjunctions, determiners, prepositions, nouns","main_verbs, tense","conjunctions, determiners, prepositions, nouns,main_verbs, tense"
332,"main_verbs, determiners, tense, nouns","conjunctions, prepositions","main_verbs, determiners, tense, nouns,conjunctions, prepositions"
333,"main_verbs, determiners, conjunctions, tense","prepositions, nouns","main_verbs, determiners, conjunctions, tense,prepositions, nouns"
334,"main_verbs, determiners, conjunctions, nouns","tense, prepositions","main_verbs, determiners, conjunctions, nouns,tense, prepositions"
335,"tense, determiners, conjunctions, nouns","main_verbs, prepositions","tense, determiners, conjunctions, nouns,main_verbs, prepositions"
336,"main_verbs, prepositions, tense, nouns","determiners, conjunctions","main_verbs, prepositions, tense, nouns,determiners, conjunctions"
337,"main_verbs, conjunctions, prepositions, tense","determiners, nouns","main_verbs, conjunctions, prepositions, tense,determiners, nouns"
338,"main_verbs, conjunctions, prepositions, nouns","tense, determiners","main_verbs, conjunctions, prepositions, nouns,tense, determiners"
339,"tense, conjunctions, prepositions, nouns","main_verbs, determiners","tense, conjunctions, prepositions, nouns,main_verbs, determiners"
340,"main_verbs, conjunctions, tense, nouns","determiners, prepositions","main_verbs, conjunctions, tense, nouns,determiners, prepositions"
341,"main_verbs, determiners, prepositions","tense, conjunctions, nouns","main_verbs, determiners, prepositions,tense, conjunctions, nouns"
342,"tense, determiners, prepositions","main_verbs, conjunctions, nouns","tense, determiners, prepositions,main_verbs, conjunctions, nouns"
343,"determiners, prepositions, nouns","main_verbs, conjunctions, tense","determiners, prepositions, nouns,main_verbs, conjunctions, tense"
344,"conjunctions, determiners, prepositions","main_verbs, tense, nouns","conjunctions, determiners, prepositions,main_verbs, tense, nouns"
345,"main_verbs, determiners, tense","conjunctions, prepositions, nouns","main_verbs, determiners, tense,conjunctions, prepositions, nouns"
346,"main_verbs, determiners, nouns","tense, conjunctions, prepositions","main_verbs, determiners, nouns,tense, conjunctions, prepositions"
347,"main_verbs, determiners, conjunctions","tense, prepositions, nouns","main_verbs, determiners, conjunctions,tense, prepositions, nouns"
348,"tense, determiners, nouns","main_verbs, conjunctions, prepositions","tense, determiners, nouns,main_verbs, conjunctions, prepositions"
349,"tense, determiners, conjunctions","main_verbs, prepositions, nouns","tense, determiners, conjunctions,main_verbs, prepositions, nouns"
350,"determiners, conjunctions, nouns","main_verbs, prepositions, tense","determiners, conjunctions, nouns,main_verbs, prepositions, tense"
351,"main_verbs, prepositions, tense","determiners, conjunctions, nouns","main_verbs, prepositions, tense,determiners, conjunctions, nouns"
