question_id,question_text,main_verbs,tense,infinitives,passives,have_+_participle,auxiliary_verbs,pronouns,nouns,determiners,other_adjectives,prepositions,conjunctions,subject_verb_agreement,Level
13,The almond tree which produces the oldest species of nut and is the most widely grown of all nut trees.,False,True,False,False,False,False,True,False,False,False,False,False,False,Level 2
14,"Fencing, originally developed as a sport in fourteenth century, was included in the first modern Olympic Games of 1896.",False,False,False,True,False,False,False,True,True,False,True,True,False,Level 3
15,"Depth within ancient tombs, 3000-year-old peanuts have been found alongside mummies.",False,False,False,True,False,False,False,True,False,False,False,False,False,Level 2
16,Art Nouveau developed in the 1890's when artists did a conscious effort to break with what they regarded as worn-out formulas of the past.,False,True,False,False,False,False,False,False,False,False,False,True,True,Level 2
17,"The most widely cultivated all of fruit trees, the apple is second only to the grape in its importance as a temperate-zone fruit.",False,False,False,False,False,False,False,False,True,False,True,True,False,Level 2
18,"Pawnbroking, or making loans to customers who pledge personal or household goods as security, is one of the oldest trade known.",False,False,False,False,False,False,False,True,True,False,False,False,False,Level 1
19,"Of 1901 to 1914, acclaimed actor Douglas Fairbanks appeared on stage in a series of light comedies.",False,False,False,False,False,False,False,False,True,False,True,True,False,Level 2
20,"Patients they suffer from common arthritis can be treated using heat, physical therapy, and aspirin.",False,False,False,True,False,False,True,False,False,False,False,False,False,Level 1
21,"Forests contain more that merely tree; they also include smaller plants, such as mosses, shrubs, and wild flowers.",False,False,False,False,False,False,False,True,False,False,False,False,False,Level 1
22,"The game of marbles, which originated in prehistoric times, is still played today in much lands.",False,False,False,True,False,False,False,False,False,False,False,False,False,Level 1
23,"The modern racing bicycle is carefully engineered for safety, lightness, and reliable.",False,False,False,True,False,False,False,False,False,False,False,False,False,Level 2
24,An important effect that criticism can have on contemporary poets is the assurance that there is a growing interest their work.,False,False,False,False,False,False,True,True,False,False,False,False,False,Level 1
25,"Human skin is a complex, sensitive organ that serves many functions necessary for the maintain of life.",False,False,False,False,False,False,False,True,True,False,False,False,False,Level 1
26,"Space photography and advanced measurement technology, including a laser reflector places on the Moon, have possible made extremely precise measurements of the surfaces of the Earth.",True,True,False,False,False,False,False,False,False,False,False,False,False,Level 1
27,The scale of the demographic change that are now occuring and that are projected for the near future is unprecendented in human history.,False,False,False,True,False,False,False,True,True,False,False,False,False,Level 2
28,"The paintings of artist Abraham Rattner are noted for their brilliant color, rich texture, and symbolic.",False,False,False,True,False,False,False,False,False,False,False,False,False,Level 2
29,Between the high and low tidemarks of marine coassts existing abundant and varied plant and animal life.,False,True,False,False,False,False,False,False,False,False,False,False,False,Level 2
30,The total amount of water in the world's ecological system has remained the same that throughout the ages.,False,False,False,False,False,False,False,True,True,False,True,True,False,Level 2
31,Butterfiles and moths comprise the Lepidoptera order of insects find throughout most of the world.,False,False,False,False,False,False,False,False,False,False,False,False,True,Level 2
32,"The planet Neptune has two known satellites: one about the size with Earth's Moon, the other much smaller.",False,False,False,False,False,False,False,False,True,False,True,True,False,Level 2
33,Harry Truman's victory over Thomas Dewey was one of the biggest surprise in the political history of the United States.,False,False,False,False,False,False,False,True,True,False,False,False,False,Level 2
34,"The narwhal resembles like other whales, but it has a long, spiral tush growing from its head.",False,False,False,False,False,False,False,True,True,False,True,True,False,Level 2
35,Lillian Gish is best known for her roles in such silently films as The Birth of a Nation and Broken Blossoms.,False,False,False,True,False,False,False,False,False,False,False,False,False,Level 1
36,It may take several hundred years to build inch of topsoil.,False,False,True,False,False,True,False,True,False,False,False,False,False,Level 2
37,"Known for power, speed, and, maneuverability, the goshawk has short wings and a long tail, enabling them to dodge branches in pursuit of prey.",False,False,False,False,False,False,True,False,False,False,False,False,False,Level 1
38,"Lubrication is essential in machinery because if the moving part of a machine come into direct contact with each other, friction interferes with motion.",False,True,False,False,False,False,False,True,True,False,False,False,False,Level 2
39,One basic principle of international air law recognize a country's complete sovereignty over the airspace above its territory.,True,True,False,False,False,False,False,False,False,False,False,False,True,Level 2
40,"If biennials were planted this year, they will be likely to bloom next year",True,False,False,True,False,False,False,False,False,False,False,False,False,Level 1
41,The value of the dollar declines as the rate of inflation raises.,False,True,False,False,False,False,False,False,False,False,False,False,True,Level 2
42,"I want to go to the beach, but I can neither swim nor I don't like the sun.",False,True,False,False,False,True,True,True,True,False,False,True,False,Level 3
43,"Although she was tired, but she decided to finish her homework before going to bed.",False,True,False,False,False,False,True,False,False,False,False,True,False,Level 2
44,I enjoy studying geography at school and now I have enrolled at the Economics Faculty.,True,True,False,False,False,False,False,False,False,False,False,False,True,Level 2
45,The teachers are expecting to calling a meeting tomorrow in order to review the disciplinary problems,False,True,False,False,False,False,False,False,False,False,False,False,False,Level 1
46,I want some meet your sister when she comes to see you she sounds very nice.,False,False,False,False,False,False,False,False,True,False,False,False,False,Level 1
47,My friends tell mine the English exam is quite difficult but I am not worried.,False,False,False,False,False,False,True,False,False,False,False,False,False,Level 1
48,"The tickets, which are extremely good value, can be buy from large supermarkets.",True,False,False,True,False,True,False,False,False,False,False,False,True,Level 2
49,The number of people who asked for the discount been low but grew during the summer period.,True,True,False,False,False,False,False,False,False,False,False,False,False,Level 1
50,He wanted always to be a doctor and after doing medicine he now works in a hospital.,True,True,False,False,False,False,False,False,False,False,False,False,True,Level 2
51,The informations they give us was not very helpful so I consulted the website instead.,False,True,False,False,False,False,False,False,False,False,False,False,True,Level 1
52,"There isn’t much time, do you think we should get a taxi beneath the exhibition centre?.",False,False,False,False,False,False,False,False,True,False,True,True,False,Level 2
53,The policeman show us an identical picture of the man who stole the car.,True,True,False,False,False,False,False,False,False,False,False,False,True,Level 2
54,How long does it take to get of the station on foot from your house?,False,False,False,False,False,False,False,False,True,False,True,True,False,Level 2
55,I was so angry that I took the broken watch to the jewellers to got my money back.,False,False,True,False,False,True,False,False,False,False,False,False,False,Level 1
56,I will not be able to go in holiday this year unless I will get a part-time job.,False,False,False,False,False,False,False,False,True,False,True,True,False,Level 2
57,It being such a nice day that they decided to have a picnic in the field.,True,True,False,False,False,False,False,False,False,False,False,False,False,Level 1
58,I haven't never seen anybody who rides a horse so well before.,False,True,False,False,False,True,False,False,False,False,False,False,False,Level 2
59,"My boyfriend always taking me to see horror films, but I do not like them.",True,True,False,False,False,False,False,False,False,False,False,False,True,Level 2
60,We went to Guatemala last year of we were tired of the usual beach holiday.,False,False,False,False,False,False,False,False,True,False,True,True,False,Level 2
61,"After quartz, calcite is the most abundant mineral aboard the crust of the Earth.",False,False,False,False,False,False,False,False,True,False,True,True,False,Level 2
62,"Regards as the world’s foremost linguistic theorist, Noam Chomsky continues to create new theories about language and language learning.",False,False,False,False,False,False,False,True,False,False,False,False,False,Level 1
63,"Whenever any area receives more water than the ground can absorb, the excess water flows to the lowest level, carried loose mineral.",False,True,False,False,False,False,False,False,False,False,False,False,False,Level 2
64,In 1935 seismologist Charles F Richter devise a numerical scale for rating the strength of earthquakes.,True,True,False,False,False,False,False,False,False,False,False,False,False,Level 2
65,After a Second World War the woman wage earner became a standard part of middle-class life in the United States.,False,False,False,False,False,False,False,False,True,False,False,False,False,Level 1
66,"Celluloid and plastics have largely replaced genuine ivory in the manufacture like such things as buttons, billiard balls, and piano keys.",False,False,False,False,False,False,False,False,True,False,True,True,False,Level 2
67,One of the tenets during New Criticism is that a critic need not tell readers what to think about a story.,False,False,False,False,False,False,False,False,True,False,True,True,False,Level 2
68,"The outer ear, which included the fleshy pinna and the auditory canal, picks up and funnels sound waves toward the eardrum.",False,True,False,False,False,False,False,False,False,False,False,False,True,Level 2
69,"An chair may be the oldest type of furniture, although its importance has varied from time to time and from country to country.",False,False,False,False,False,False,False,False,True,False,False,False,False,Level 2
70,"When wood, natural gas, oil, or any other fuel burns, substances in the fuel was combined with oxygen in the air to produce heat.",False,True,False,True,False,False,False,False,False,False,False,False,False,Level 2
71,Deserts are arid land areas where more water was lost through evaporation than is gained through precipitation.,False,True,False,True,False,False,False,False,False,False,False,False,False,Level 1
72,"When goshawk chicks are young, both parents had shared in the hunting duties and in guarding the nest.",True,True,False,False,False,True,False,False,False,False,False,True,False,Level 2
73,"Not only is whales among the largest animals that ever lived, but they are also among the most intelligent.",True,True,False,False,False,False,False,False,False,False,False,False,False,Level 1
74,"Fish are the most ancient form of vertebrate life, and from them have evolved all other vertebrates.",False,True,False,False,True,True,False,False,False,False,False,False,False,Level 2
75,"There is about 350 species of sharks, and although they are all carnivorous, only a few species will attack people.",True,True,False,False,False,False,False,False,False,False,False,False,True,Level 2
76,"In the United States, there are many holidays throughout a year.",False,False,False,False,False,False,False,False,True,False,False,False,False,Level 1
77,Tomatoes growing all year long in Florida.,False,True,False,False,False,False,False,False,False,False,False,False,False,Level 1
78,Even thinks my aunt lost the beauty contest she is still the prettiest of all the other contestants.,True,True,False,False,False,False,False,False,False,False,False,False,True,Level 2
79,I try to figuring out the answer of what the function of the organization is.,False,True,True,False,False,True,False,False,False,False,False,False,True,Level 2
80,"The huge have increased in popularity of specialty coffees has contributed to the success of Starbucks, Barney’s and other coffee purveyors.",True,True,False,False,True,True,False,False,False,False,False,False,False,Level 2
81,"When the silkworm gets through to lay its eggs, it dies.",False,False,True,False,False,True,False,False,False,False,True,False,False,Level 2
82,A barometer is a device with a sealed metal chamber designed to reading the changes in the pressure of air in the atmosphere.,False,True,True,False,False,True,False,False,False,False,True,False,False,Level 2
83,"Since lightning was probably significant in the formation of life, understanding it might help us to understanding life itself.",False,True,False,False,False,False,False,False,True,False,True,True,False,Level 2
84,"If the oxygen supply in the atmosphere was not replenished by plants, it would soon be exhausted.",False,True,False,True,False,False,False,False,False,False,False,False,False,Level 2
85,"The Girl Scouts, which was found by Juliette Gordon Low in 1912, has grown to a current membership of more than three million girls.",False,True,False,True,False,False,False,False,False,False,False,False,False,Level 2
86,It is generally believed that Thomas Jefferson was the one who had researched and wrote the Declaration of Independence during the months prior to its signing in July 1776.,False,True,False,True,False,False,False,False,False,False,False,False,False,Level 2
87,"Although some higher structures have been build in New York City, none characterizes the skyline better than the Empire State Building.",False,True,False,True,True,True,False,False,False,False,False,False,False,Level 2
88,Research in genetics and DNA having had a profound influence on the direction of treatment for a large number of diseases.,False,True,False,False,False,True,False,False,False,False,False,False,True,Level 2
89,"Bones composed chiefly of calcium, phosphorous, and a fibrous substance known as collagen.",True,True,False,False,False,False,False,False,False,False,False,False,True,Level 2
90,"During the past decade, twenty million college graduates spended more than fifty billion dollars in ten-year student loans.",True,True,False,False,False,False,False,False,False,False,False,False,True,Level 2
91,There is no limit to the diversity to be finding in the cultures of people throughout the world.,False,True,True,False,False,True,False,False,False,False,False,False,False,Level 2
92,The government requires that a census taken every ten years so that accurate statistics may be compiled.,False,True,False,True,False,False,False,False,False,False,False,False,True,Level 2
93,It is important that cancer is diagnosed and treated as early as possible in order to assure a successful cure.,True,True,False,True,False,False,False,False,False,False,False,False,False,Level 2
94,"Before railroad lines were extended from Missouri to New Mexico, millions of dollars in trade was used to be carried over the Santa Fe Trail by wheeled wagons.",True,True,True,True,False,True,False,False,True,False,True,True,False,Level 3
95,"Based on a decline in vehicular deaths during the past decade, seat belts, air bags, baby seats, and other safety features in newer automobiles must be save lives.",True,False,False,True,False,True,False,False,False,False,False,False,True,Level 2
96,The gold used in jewelry is not strong enough unless it be alloyed,False,False,False,True,False,False,False,False,False,False,False,False,False,Level 1
97,General damage that been caused by aphids or pollution is sometimes known as blight.,False,True,False,True,False,False,False,False,False,False,False,False,False,Level 2
98,"Fred Astaire is said to had been the most popular dancer of his time, but he was also a talented actor, singer, and choreographer.",False,True,False,True,False,False,False,False,False,False,False,False,False,Level 1
99,The understanding electricity depends on a knowledge of atoms and the subatomic particles of which they are composed.,False,False,False,True,False,False,False,True,True,False,False,False,False,Level 2
100,The U.S. Postal Service delivers more mails in one day than Federal Express does in one year.,False,False,False,False,False,False,False,True,False,False,False,False,False,Level 1
101,One of the most distinctive plant found in the desert is the Saguaro cactus.,False,False,False,False,False,False,False,True,True,False,False,False,False,Level 1
102,A thunder usually follows by lightning by five seconds for every mile between the flash and the observer.,False,False,False,False,False,False,False,True,True,False,False,False,False,Level 2
103,The stories of Dr. Seuss have been enjoyed by millions of childrens.,False,False,False,True,False,False,False,True,False,False,False,False,False,Level 1
104,Collections of the simple and functional Shaker furniture can be seen in museum throughout the United States.,False,False,False,True,False,False,False,True,True,False,True,True,False,Level 2
105,The decathlon is a two-day athletic competition which consists of ten types track and field events.,False,False,False,False,False,False,False,True,False,False,False,False,False,Level 1
106,Provide pensions for retired persons is the primary function of the social security system.,False,False,False,False,False,False,False,True,False,False,False,False,False,Level 1
107,New equipments for medical diagnosis have made many formerly unpleasant procedures quite painless.,False,False,False,False,False,False,False,True,False,False,False,False,False,Level 1
108,Sloths spend most of its time hanging upside down from trees and feeding on leaves and fruit.,False,False,False,False,False,False,True,False,False,False,False,False,False,Level 1
109,"When the European settlers came in the seventeenth century, the newcomers began a systematic effort to push the Native Americans into the wilderness and to take their land from their.",False,False,False,False,False,False,True,False,True,False,True,True,False,Level 2
110,"After Dr. Werner Arber discovered restriction enzymes, Drs. Daniel Nathan, Hamilton Smith, and him were awarded the Nobel Prize for their research in that field.",False,False,False,True,False,False,True,False,False,False,False,False,False,Level 1
111,There are not many people which adapt to a new culture without feeling some disorientation at first.,False,False,False,False,False,False,True,False,False,False,False,False,False,Level 1
112,Those of us who have a family history of heart disease should make yearly appointments with their doctors.,False,False,False,False,False,False,True,False,False,False,False,False,False,Level 1
113,"George Herman Ruth, which was better known as Babe Ruth, began his baseball career in 1914 with the Baltimore Orioles.",False,False,False,True,False,False,True,False,False,False,False,False,False,Level 1
114,"The first full-length animated movie, Snow White, was produced by Walt Disney whom creative genius also inspired such animated classics as Bambi and Cinderella.",False,False,False,True,False,False,False,False,False,False,False,False,False,Level 1
115,"In advanced stages of anorexia, the patient is unable to feed themself.",False,False,False,False,False,False,False,True,False,False,False,False,False,Level 1
116,"It is documented that Custer led his troops into a ravine near the Little Big Horn, where a huge army of Sioux Indians was waiting for they.",False,False,False,True,False,False,True,False,False,False,False,False,False,Level 1
117,The sea horse is unique among fish because the female deposits their eggs in a pouch that the male carries until the small sea horses are hatched.,False,False,False,True,False,False,True,True,False,False,True,False,False,Level 2
118,There are more potatoes cultivated than any the other vegetable crop worldwide.,False,False,False,False,False,False,False,False,True,False,False,False,False,Level 1
119,"At the core of a star, temperatures and pressures are so great as particles collide and connect in a process called fusion.",False,False,False,False,False,False,False,False,True,True,True,True,False,Level 2
120,The Cartwheel Galaxy is 500 million light year away from Earth.,False,False,False,False,False,False,False,True,False,False,False,False,False,Level 1
121,"Because none of food is as nutritious for a baby as its mother's milk, many women are returning to the practice of breast feeding.",False,False,False,False,False,False,False,True,True,False,True,True,False,Level 2
122,"Euthanasia, the practice of assisting the death of a person suffering from an incurable disease, is such a controversial issue as it is illegal in most countries.",False,False,False,False,False,False,False,False,True,False,True,True,False,Level 2
123,"The conversations on the TOEFL will be spoken just one time; therfore, you must listen very careful in order to understand what the speakers have said.",False,False,False,True,False,False,False,False,False,False,False,False,False,Level 1
124,"Gold, silver, and copper coins are often alloyed with harder metals to make them hard as enough to withstand wear.",False,False,False,True,False,False,False,False,True,False,True,True,False,Level 2
125,"Alligators are about the same color than crocodiles, although the adults may be slightly darker with broader heads and blunter noses.",False,False,False,False,False,False,False,False,True,False,True,True,False,Level 2
126,Laser discs provide images of best quality than those of either television signals or video tapes.,False,False,False,False,False,False,False,True,False,False,False,False,False,Level 1
127,The New York City subway system is the most longest underground railroad operating in the world.,False,False,False,False,False,False,False,False,True,False,False,False,False,Level 2
128,School children in the same grade in American schools are usually the same old as their classmates.,False,False,False,False,False,False,False,False,True,False,False,False,False,Level 1
129,"Benjamin Franklin was the editor of the larger newspaper in the colonies, a diplomatic representative to France and later to England, and the inventor of many useful devices.",False,False,False,False,False,False,False,False,True,False,False,False,False,Level 1
130,The standard for cleanliness in the area where a microchip is manufactured is same that of an operating room in a hospital.,False,False,False,True,False,False,False,False,False,False,False,False,False,Level 1
131,"Mountain bikes differ ordinary bicycles in that they have ten or more gears, a more rugged frame, and wider treads on the tires.",True,True,False,False,True,False,False,False,False,False,False,False,True,Level 2
132,"Because the expense of traditional fuels and the concern that they might run out, many countries have been investigating alternative sources of power.",False,False,False,False,False,False,False,False,True,False,True,True,False,Level 2
133,Only seventeen on one hundred business calls get through to the correct person on the first attempt.,False,False,False,False,False,False,False,False,True,False,True,True,False,Level 2
134,The concept of lift in aerodynamics refers to the relationship among the increased speed of air over the top of a wing and the higher pressure of the slower air underneath.,False,False,False,False,False,False,False,False,True,False,True,True,False,Level 3
135,A prism is used to refract light so as it spreads out in a continuous spectrum of colors.,False,False,False,True,False,False,False,False,True,True,True,True,False,Level 2
136,Nuclear power plants are still supported by the society of Professional Engineers in spite unfortunate accidents like the one at Three Mile Island.,False,False,False,True,False,False,False,False,True,False,True,True,False,Level 2
137,National parks include not only the most scenic places in the nation but places distinguished for their historic or scientific interest.,False,False,False,False,False,False,False,False,False,False,False,True,False,Level 1
138,"The plastic arts, mainly sculpture and ceramics, that are produced by modeling or molding the materials into interesting shapes.",False,True,False,True,False,False,True,False,False,False,False,False,False,Level 2
139,"Ocean currents that help transfer heat from the equator to the poles, thereby creating a more balanced global environment.",False,False,False,False,False,False,True,False,False,False,False,False,False,Level 1
140,Gas and dust that stream away from a comet forming one or more tails that may extend for millions of miles.,False,True,False,False,False,False,False,False,False,False,False,False,True,Level 2
141,"The Northwest Ordinances which regulated the sale and settlement of land between the Great Lakes and the Mississippi River, territories still occupied by American Indian nations.",False,False,False,False,False,False,True,False,False,False,False,False,False,Level 2
142,"The larva of the boll weevil, which it feeds on the immature pods of the cotton plant, often destroying an entire crop.",False,True,False,False,False,False,True,False,False,False,False,False,False,Level 1
143,"By studying the fossils of pollen, which extremely resistant to decay, researchers can gain useful information about the vegetation of the past.",False,False,False,False,False,False,True,False,False,False,False,False,False,Level 2
144,The attribution of human characteristics to animals or inanimate objects appears in the mythologies of many cultures is a literary device called anthropomorphism.,True,True,False,False,False,False,False,False,False,False,False,False,True,Level 2
145,"Although there are approximately 120 intensive language institutes in the United States in 1970, there are more than four times as many now.",True,True,False,False,False,False,False,False,False,False,False,False,False,Level 2
146,Cartographers cannot make an accurate map because the political situation in many areas changes so rapidly that they were not able to draw the boundaries correctly.,False,True,False,False,False,False,False,False,False,False,False,False,False,Level 1
147,"Although Emily Dickinson publishes only three of her verses before she died, today there are more than one thousand of her poems printed in many important collections.",False,True,False,False,False,False,False,False,False,False,False,False,True,Level 1
148,Dew usually disappeared by seven o'clock in the morning when the sun comes up.,True,True,False,False,False,False,False,False,False,False,False,True,True,Level 2
149,"Seven months before the stock market crashed in 1929, President Hoover said that the economy of the nation is secure.",False,True,False,False,False,False,False,False,False,False,False,False,True,Level 1
150,Most archaeologists agree that humans are living in the area around Philadelphia for about twelve thousand years.,False,True,False,False,False,True,False,False,False,False,False,False,False,Level 1
151,"Although we once thought that Saturn has only seven rings, we now know that it has hundreds of rings extending for thousands of miles.",False,True,False,False,False,False,False,False,False,False,False,False,True,Level 1
152,"In 1975, according to the National Center for Health Statistics, the average life expectancy for people born during that year is 72.4 years.",True,True,False,False,False,False,False,False,False,False,False,False,False,Level 1
153,"Champlain founded a base at Port Royal in 1605, and builds a fort at Quebec three years later.",False,True,False,False,False,False,False,False,False,False,False,False,False,Level 2
154,"According to the Congressional Record, almost one third of all new laws in 1991 are passed to celebrate some day, week, or month for a special interest group's purposes, such as Music Week.",True,True,False,True,False,False,False,False,False,False,False,False,False,Level 2
155,"The first significant engagement of the American Revolution occurs on June 17, 1775, and has been referred to as the Battle of Bunker Hill.",True,True,False,True,False,False,False,False,False,False,False,False,True,Level 2
156,"Originally, the purpose of a sampler is to record complex stitches so that they could be duplicated later.",True,True,False,True,False,False,False,False,False,False,False,False,False,Level 2
157,Many ancient cultures begin their spiritual life by worshipping the Sun.,True,True,False,False,False,False,False,False,False,False,False,False,True,Level 2
158,Both a term paper and a final exam is often required for a college class.,False,True,False,True,False,False,False,False,False,False,False,False,False,Level 1
159,The popularity of soccer in the United States were increased significantly by the playing of the World Cup in cities throughout the country in 1994.,True,True,False,True,False,False,False,False,False,False,False,False,False,Level 3
160,"Not one in a hundred seeds develop into a healthy plant, even under laboratory conditions.",True,True,False,False,False,False,False,False,False,False,False,False,True,Level 2
161,Benjamin Franklin strongly objected to the eagle's being chosen as the national bird because of their predatory nature.,False,False,False,True,False,False,True,False,False,False,False,False,False,Level 2
162,"In order to grow well, the Blue Spruce, like other pine trees, require a temperate climate.",True,True,False,False,False,False,False,False,False,False,False,False,True,Level 2
163,Few airports in the United States is as modern as that of Atlanta.,True,True,False,False,False,False,False,False,False,False,False,False,False,Level 2
164,"Work on improving industrial disposal methods were begun in the early 1970s, shortly after the Clean Air bill was passed by Congress.",False,True,False,True,False,False,False,False,False,False,False,False,False,Level 3
165,The officials of the Board of Elections asked that each voter present their registration card and a valid Texas driver's license before receiving a ballot.,False,False,False,False,False,False,True,False,False,False,False,False,False,Level 1
166,"If one has a special medical condition such as diabetes, epilepsy, or allergy, it is advisable that they carry some kind of identification in order to avoid being given improper medication in an emergency.",False,False,False,True,False,False,True,False,False,False,False,False,False,Level 1
167,"A large percentage of federal employees are participating in an experimental four-day work week aimed at curbing gasoline consumption and pollution, two of the most urgent problems facing cities today.",True,True,False,False,False,True,False,False,False,False,False,False,False,Level 2
168,One-cent coins issued in the United States since 1982 is 96 percent zinc.,True,True,False,False,False,False,False,False,False,False,False,False,False,Level 2
169,"According to a team of scientists, there are evidence that Mount Everest is still rising.",True,True,False,False,False,False,False,False,False,False,False,False,False,Level 2
170,"The urinary system, including both the bladder and the kidneys, are contained in the cavities of the trunk.",True,True,False,True,False,False,False,False,False,False,False,False,False,Level 2
171,"In the 1920s, Art Deco, known for plastic and chrome-plated objects, were very popular.",True,True,False,False,False,False,False,False,False,False,False,False,False,Level 2
172,"After finishing Roots, the one-hundred-year history of an African-American family, the Nobel Prize committee awarded author Alex Haley a special citation for literary excellence.",False,True,False,False,False,False,False,False,True,False,True,True,False,Level 3
173,"A competitive sport, gymnasts perform before officials who must use their judgment along with their knowledge of the rules to determine the relative skill of each participant.",False,False,False,False,False,False,False,True,True,False,False,False,False,Level 2
174,"To remove stains from permanent press clothing, carefully soaking in cold water before washing with a regular detergent.",False,True,False,False,False,False,False,False,False,False,False,False,False,Level 3
175,"Found in Tanzania by Mary Leakey, some archeologists estimated that the three-million-year-old fossils were the oldest human remains to be discovered.",False,True,False,True,False,False,False,False,True,False,True,True,False,Level 3
176,"Originally having been buried in Spain, and later moved to Santo Domingo in the Dominican Republic, Columbus's final resting place is in",True,True,False,True,False,False,False,True,False,True,False,False,False,Level 3
177,"Written by Neil Simon, New York audiences received the new play enthusiastically at the world premiere Saturday evening.",True,True,False,False,False,False,False,True,True,False,False,False,False,Level 2
178,"To prevent cavities, dental floss should be used daily after brushing one's teeth.",True,True,False,True,False,True,False,True,False,False,False,False,False,Level 2
179,"While researching the problem of violent crime, the Senate committee's discovery that handguns were used to commit 64 percent of all murders in the United States.",False,False,False,True,False,False,False,True,True,False,False,False,False,Level 2
180,"After reviewing the curriculum, several significant changes were made by the faculty in traditional business programs at Harvard University.",False,True,False,True,False,False,False,True,True,False,True,True,False,Level 3
181,"Having hit more home runs in one season than any other player in the history of baseball, Mark McGwire's record is famous.",False,False,False,False,False,False,False,True,False,False,False,False,False,Level 1
182,"Banned in the U.S., the effect of fluorocarbons continues at a level that could eventually damage the ozone layer, and bring about such serious results as high risk of skin cancer and global climate changes.",False,True,False,False,False,False,False,False,True,False,True,True,False,Level 2
183,"To avoid jet lag, many doctors recommend that their patients begin adjusting one week before departure time by shifting one hour each day toward the new time schedule.",False,False,True,False,False,True,False,True,False,True,True,False,False,Level 2
184,"Traditionally named for women, Bob was chosen as the first male name for a hurricane.",False,True,False,True,False,False,False,True,True,False,True,True,False,Level 3
185,"Founded in 1919, students and teachers who are interested in spending several months abroad may benefit from educational programs administered by the Institute for International Education.",False,True,False,False,False,False,False,False,True,False,True,True,False,Level 3
186,To control quality and making decisions about production are among the many responsibilities of an industrial engineer.,False,True,False,False,False,False,False,False,False,False,False,False,False,Level 2
187,"The six main parts of a business letter are the address, the inside address, the salutation, the body, the closing, and signing your name.",False,True,False,False,False,False,True,True,False,False,False,False,False,Level 2
188,To read literature and being introduced to a different culture are two excellent reasons for studying a foreign language.,False,True,False,True,False,False,False,False,False,False,False,False,False,Level 2
189,Ice skating and to go skiing are popular winter sports in the northern United States.,False,False,False,False,False,False,False,True,False,True,False,False,False,Level 1
190,"To treat minor diarrhea, drink plenty of liquids, especially tea, water, and carbonated beverages, eat soup, yogurt, salty crackers, and bananas, and avoiding milk, butter, eggs, and meat for twenty-four hours.",False,True,False,False,False,False,False,False,False,False,False,False,False,Level 2
191,"The Smithsonian Institute is famous because it contains such interesting exhibits as the flag that was raised over Fort McHenry in 1812, the airplane that the Wright brothers built for their first flight at Kitty Hawk, and there are the gowns worn by every firs t lady since Martha Washington.",False,True,False,True,False,False,False,False,False,False,False,False,False,Level 2
192,"In order to become a law, a bill must be passed not only by the Senate but also the House of Representatives.",False,False,False,True,False,False,False,False,True,False,True,True,False,Level 2
193,"The cloverleaf is a common engineering design for expressways that permits traffic between two intersecting highways to move more safely, efficiently, and with ease.",False,False,False,False,False,False,False,True,True,False,True,True,False,Level 2
194,"A new product should be judged not by the prontises made in commercials and advertisements, but also by the results demonstrated in actual use.",False,False,False,True,False,False,False,False,False,False,False,True,False,Level 1
195,"Snakes stick out their tongues, move them around, and also they retract them quickly to pick up odor molecules that aid in detecting direction.",False,False,False,False,False,False,True,False,False,False,False,False,False,Level 1
