question_text,main_verbs,tense,infinitives,passives,have_+_participle,auxiliary_verbs,pronouns,nouns,determiners,other_adjectives,prepositions,conjunctions,subject_verb_agreement
"Since lightning was probably significant in the formation of life, understanding it might help us to understanding life itself.",False,True,False,False,False,False,False,False,True,False,True,True,False
"If the oxygen supply in the atmosphere was not replenished by plants, it would soon be exhausted.",False,True,False,True,False,False,False,False,False,False,False,False,False
"The Girl Scouts, which was found by Juliette Gordon Low in 1912, has grown to a current membership of more than three million girls.",False,True,False,True,False,False,False,False,False,False,False,False,False
It is generally believed that Thomas Jefferson was the one who had researched and wrote the Declaration of Independence during the months prior to its signing in July 1776.,False,True,False,True,False,False,False,False,False,False,False,False,False
"Although some higher structures have been build in New York City, none characterizes the skyline better than the Empire State Building.",False,True,False,True,True,True,False,False,False,False,False,False,False
Research in genetics and DNA having had a profound influence on the direction of treatment for a large number of diseases.,False,True,False,False,False,True,False,False,False,False,False,False,True
"Bones composed chiefly of calcium, phosphorous, and a fibrous substance known as collagen.",True,True,False,False,False,False,False,False,False,False,False,False,True
"During the past decade, twenty million college graduates spended more than fifty billion dollars in ten-year student loans.",True,True,False,False,False,False,False,False,False,False,False,False,True
There is no limit to the diversity to be finding in the cultures of people throughout the world.,False,True,True,False,False,True,False,False,False,False,False,False,False
The government requires that a census taken every ten years so that accurate statistics may be compiled.,False,True,False,True,False,False,False,False,False,False,False,False,True
It is important that cancer is diagnosed and treated as early as possible in order to assure a successful cure.,True,True,False,True,False,False,False,False,False,False,False,False,False
"Before railroad lines were extended from Missouri to New Mexico, millions of dollars in trade was used to be carried over the Santa Fe Trail by wheeled wagons.",True,True,True,True,False,True,False,False,True,False,True,True,False
"Based on a decline in vehicular deaths during the past decade, seat belts, air bags, baby seats, and other safety features in newer automobiles must be save lives.",True,False,False,True,False,True,False,False,False,False,False,False,True
The gold used in jewelry is not strong enough unless it be alloyed,False,False,False,True,False,False,False,False,False,False,False,False,False
General damage that been caused by aphids or pollution is sometimes known as blight.,False,True,False,True,False,False,False,False,False,False,False,False,False
"Fred Astaire is said to had been the most popular dancer of his time, but he was also a talented actor, singer, and choreographer.",False,True,False,True,False,False,False,False,False,False,False,False,False
The understanding electricity depends on a knowledge of atoms and the subatomic particles of which they are composed.,False,False,False,True,False,False,False,True,True,False,False,False,False
The U.S. Postal Service delivers more mails in one day than Federal Express does in one year.,False,False,False,False,False,False,False,True,False,False,False,False,False
One of the most distinctive plant found in the desert is the Saguaro cactus.,False,False,False,False,False,False,False,True,True,False,False,False,False
A thunder usually follows by lightning by five seconds for every mile between the flash and the observer.,False,False,False,False,False,False,False,True,True,False,False,False,False
The stories of Dr. Seuss have been enjoyed by millions of childrens.,False,False,False,True,False,False,False,True,False,False,False,False,False
Collections of the simple and functional Shaker furniture can be seen in museum throughout the United States.,False,False,False,True,False,False,False,True,True,False,True,True,False
The decathlon is a two-day athletic competition which consists of ten types track and field events.,False,False,False,False,False,False,False,True,False,False,False,False,False
Provide pensions for retired persons is the primary function of the social security system.,False,False,False,False,False,False,False,True,False,False,False,False,False
New equipments for medical diagnosis have made many formerly unpleasant procedures quite painless.,False,False,False,False,False,False,False,True,False,False,False,False,False
Sloths spend most of its time hanging upside down from trees and feeding on leaves and fruit.,False,False,False,False,False,False,True,False,False,False,False,False,False
"When the European settlers came in the seventeenth century, the newcomers began a systematic effort to push the Native Americans into the wilderness and to take their land from their.",False,False,False,False,False,False,True,False,True,False,True,True,False
"After Dr. Werner Arber discovered restriction enzymes, Drs. Daniel Nathan, Hamilton Smith, and him were awarded the Nobel Prize for their research in that field.",False,False,False,True,False,False,True,False,False,False,False,False,False
There are not many people which adapt to a new culture without feeling some disorientation at first.,False,False,False,False,False,False,True,False,False,False,False,False,False
Those of us who have a family history of heart disease should make yearly appointments with their doctors.,False,False,False,False,False,False,True,False,False,False,False,False,False
"George Herman Ruth, which was better known as Babe Ruth, began his baseball career in 1914 with the Baltimore Orioles.",False,False,False,True,False,False,True,False,False,False,False,False,False
"The first full-length animated movie, Snow White, was produced by Walt Disney whom creative genius also inspired such animated classics as Bambi and Cinderella.",False,False,False,True,False,False,False,False,False,False,False,False,False
"In advanced stages of anorexia, the patient is unable to feed themself.",False,False,False,False,False,False,False,True,False,False,False,False,False
"It is documented that Custer led his troops into a ravine near the Little Big Horn, where a huge army of Sioux Indians was waiting for they.",False,False,False,True,False,False,True,False,False,False,False,False,False
The sea horse is unique among fish because the female deposits their eggs in a pouch that the male carries until the small sea horses are hatched.,False,False,False,True,False,False,True,True,False,False,True,False,False
There are more potatoes cultivated than any the other vegetable crop worldwide.,False,False,False,False,False,False,False,False,True,False,False,False,False
"Marian Anderson, recognized both in the U.S. and in Europe as a real great vocalist, was the first black singer to appear with the Metropolitan Opera Company.",False,False,False,False,False,False,False,False,False,False,False,False,False
"At the core of a star, temperatures and pressures are so great as particles collide and connect in a process called fusion.",False,False,False,False,False,False,False,False,True,True,True,True,False
The Cartwheel Galaxy is 500 million light year away from Earth.,False,False,False,False,False,False,False,True,False,False,False,False,False
"Because none of food is as nutritious for a baby as its mother's milk, many women are returning to the practice of breast feeding.",False,False,False,False,False,False,False,True,True,False,True,True,False
"Euthanasia, the practice of assisting the death of a person suffering from an incurable disease, is such a controversial issue as it is illegal in most countries.",False,False,False,False,False,False,False,False,True,False,True,True,False
"The conversations on the TOEFL will be spoken just one time; therfore, you must listen very careful in order to understand what the speakers have said.",False,False,False,True,False,False,False,False,False,False,False,False,False
"Gold, silver, and copper coins are often alloyed with harder metals to make them hard as enough to withstand wear.",False,False,False,True,False,False,False,False,True,False,True,True,False
"Alligators are about the same color than crocodiles, although the adults may be slightly darker with broader heads and blunter noses.",False,False,False,False,False,False,False,False,True,False,True,True,False
Laser discs provide images of best quality than those of either television signals or video tapes.,False,False,False,False,False,False,False,True,False,False,False,False,False
The New York City subway system is the most longest underground railroad operating in the world.,False,False,False,False,False,False,False,False,True,False,False,False,False
School children in the same grade in American schools are usually the same old as their classmates.,False,False,False,False,False,False,False,False,True,False,False,False,False
"Benjamin Franklin was the editor of the larger newspaper in the colonies, a diplomatic representative to France and later to England, and the inventor of many useful devices.",False,False,False,False,False,False,False,False,True,False,False,False,False
The standard for cleanliness in the area where a microchip is manufactured is same that of an operating room in a hospital.,False,False,False,True,False,False,False,False,False,False,False,False,False
"Mountain bikes differ ordinary bicycles in that they have ten or more gears, a more rugged frame, and wider treads on the tires.",True,True,False,False,True,False,False,False,False,False,False,False,True
"As a rule, the more rapid the heart rate, faster the pulse.",False,False,False,False,False,False,False,False,False,False,False,False,False
"Alike her friend and fellow impressionist artist, Edgar Degas, Mary Cassatt used brush strokes and colors in new and different ways.",False,False,False,False,False,False,False,False,False,False,False,False,False
"Some metals such gold, silver, copper, and tin occur naturally, and are easy to work.",False,False,False,False,False,False,False,False,False,False,False,False,False
"Because the expense of traditional fuels and the concern that they might run out, many countries have been investigating alternative sources of power.",False,False,False,False,False,False,False,False,True,False,True,True,False
Only seventeen on one hundred business calls get through to the correct person on the first attempt.,False,False,False,False,False,False,False,False,True,False,True,True,False
The concept of lift in aerodynamics refers to the relationship among the increased speed of air over the top of a wing and the higher pressure of the slower air underneath.,False,False,False,False,False,False,False,False,True,False,True,True,False
A prism is used to refract light so as it spreads out in a continuous spectrum of colors.,False,False,False,True,False,False,False,False,True,True,True,True,False
Nuclear power plants are still supported by the society of Professional Engineers in spite unfortunate accidents like the one at Three Mile Island.,False,False,False,True,False,False,False,False,True,False,True,True,False
National parks include not only the most scenic places in the nation but places distinguished for their historic or scientific interest.,False,False,False,False,False,False,False,False,False,False,False,True,False
"The plastic arts, mainly sculpture and ceramics, that are produced by modeling or molding the materials into interesting shapes.",False,True,False,True,False,False,True,False,False,False,False,False,False
"Ocean currents that help transfer heat from the equator to the poles, thereby creating a more balanced global environment.",False,False,False,False,False,False,True,False,False,False,False,False,False
Gas and dust that stream away from a comet forming one or more tails that may extend for millions of miles.,False,True,False,False,False,False,False,False,False,False,False,False,True
"The Northwest Ordinances which regulated the sale and settlement of land between the Great Lakes and the Mississippi River, territories still occupied by American Indian nations.",False,False,False,False,False,False,True,False,False,False,False,False,False
"The larva of the boll weevil, which it feeds on the immature pods of the cotton plant, often destroying an entire crop.",False,True,False,False,False,False,True,False,False,False,False,False,False
"By studying the fossils of pollen, which extremely resistant to decay, researchers can gain useful information about the vegetation of the past.",False,False,False,False,False,False,True,False,False,False,False,False,False
The attribution of human characteristics to animals or inanimate objects appears in the mythologies of many cultures is a literary device called anthropomorphism.,True,True,False,False,False,False,False,False,False,False,False,False,True
"Although there are approximately 120 intensive language institutes in the United States in 1970, there are more than four times as many now.",True,True,False,False,False,False,False,False,False,False,False,False,False
Cartographers cannot make an accurate map because the political situation in many areas changes so rapidly that they were not able to draw the boundaries correctly.,False,True,False,False,False,False,False,False,False,False,False,False,False
"Although Emily Dickinson publishes only three of her verses before she died, today there are more than one thousand of her poems printed in many important collections.",False,True,False,False,False,False,False,False,False,False,False,False,True
Dew usually disappeared by seven o'clock in the morning when the sun comes up.,True,True,False,False,False,False,False,False,False,False,False,True,True
"Seven months before the stock market crashed in 1929, President Hoover said that the economy of the nation is secure.",False,True,False,False,False,False,False,False,False,False,False,False,True
Most archaeologists agree that humans are living in the area around Philadelphia for about twelve thousand years.,False,True,False,False,False,True,False,False,False,False,False,False,False
"Although we once thought that Saturn has only seven rings, we now know that it has hundreds of rings extending for thousands of miles.",False,True,False,False,False,False,False,False,False,False,False,False,True
"In 1975, according to the National Center for Health Statistics, the average life expectancy for people born during that year is 72.4 years.",True,True,False,False,False,False,False,False,False,False,False,False,False
"Champlain founded a base at Port Royal in 1605, and builds a fort at Quebec three years later.",False,True,False,False,False,False,False,False,False,False,False,False,False
"According to the Congressional Record, almost one third of all new laws in 1991 are passed to celebrate some day, week, or month for a special interest group's purposes, such as Music Week.",True,True,False,True,False,False,False,False,False,False,False,False,False
"The first significant engagement of the American Revolution occurs on June 17, 1775, and has been referred to as the Battle of Bunker Hill.",True,True,False,True,False,False,False,False,False,False,False,False,True
"Originally, the purpose of a sampler is to record complex stitches so that they could be duplicated later.",True,True,False,True,False,False,False,False,False,False,False,False,False
Many ancient cultures begin their spiritual life by worshipping the Sun.,True,True,False,False,False,False,False,False,False,False,False,False,True
Both a term paper and a final exam is often required for a college class.,False,True,False,True,False,False,False,False,False,False,False,False,False
The popularity of soccer in the United States were increased significantly by the playing of the World Cup in cities throughout the country in 1994.,True,True,False,True,False,False,False,False,False,False,False,False,False
"Not one in a hundred seeds develop into a healthy plant, even under laboratory conditions.",True,True,False,False,False,False,False,False,False,False,False,False,True
Benjamin Franklin strongly objected to the eagle's being chosen as the national bird because of their predatory nature.,False,False,False,True,False,False,True,False,False,False,False,False,False
"In order to grow well, the Blue Spruce, like other pine trees, require a temperate climate.",True,True,False,False,False,False,False,False,False,False,False,False,True
Few airports in the United States is as modern as that of Atlanta.,True,True,False,False,False,False,False,False,False,False,False,False,False
"Work on improving industrial disposal methods were begun in the early 1970s, shortly after the Clean Air bill was passed by Congress.",False,True,False,True,False,False,False,False,False,False,False,False,False
The officials of the Board of Elections asked that each voter present their registration card and a valid Texas driver's license before receiving a ballot.,False,False,False,False,False,False,True,False,False,False,False,False,False
"If one has a special medical condition such as diabetes, epilepsy, or allergy, it is advisable that they carry some kind of identification in order to avoid being given improper medication in an emergency.",False,False,False,True,False,False,True,False,False,False,False,False,False
"A large percentage of federal employees are participating in an experimental four-day work week aimed at curbing gasoline consumption and pollution, two of the most urgent problems facing cities today.",True,True,False,False,False,True,False,False,False,False,False,False,False
One-cent coins issued in the United States since 1982 is 96 percent zinc.,True,True,False,False,False,False,False,False,False,False,False,False,False
"According to a team of scientists, there are evidence that Mount Everest is still rising.",True,True,False,False,False,False,False,False,False,False,False,False,False
"The urinary system, including both the bladder and the kidneys, are contained in the cavities of the trunk.",True,True,False,True,False,False,False,False,False,False,False,False,False
"In the 1920s, Art Deco, known for plastic and chrome-plated objects, were very popular.",True,True,False,False,False,False,False,False,False,False,False,False,False
"After finishing Roots, the one-hundred-year history of an African-American family, the Nobel Prize committee awarded author Alex Haley a special citation for literary excellence.",False,True,False,False,False,False,False,False,True,False,True,True,False
"A competitive sport, gymnasts perform before officials who must use their judgment along with their knowledge of the rules to determine the relative skill of each participant.",False,False,False,False,False,False,False,True,True,False,False,False,False
"To remove stains from permanent press clothing, carefully soaking in cold water before washing with a regular detergent.",False,True,False,False,False,False,False,False,False,False,False,False,False
"Found in Tanzania by Mary Leakey, some archeologists estimated that the three-million-year-old fossils were the oldest human remains to be discovered.",False,True,False,True,False,False,False,False,True,False,True,True,False
"Originally having been buried in Spain, and later moved to Santo Domingo in the Dominican Republic, Columbus's final resting place is in",True,True,False,True,False,False,False,True,False,True,False,False,False
"Written by Neil Simon, New York audiences received the new play enthusiastically at the world premiere Saturday evening.",True,True,False,False,False,False,False,True,True,False,False,False,False
"To prevent cavities, dental floss should be used daily after brushing one's teeth.",True,True,False,True,False,True,False,True,False,False,False,False,False
"While researching the problem of violent crime, the Senate committee's discovery that handguns were used to commit 64 percent of all murders in the United States.",False,False,False,True,False,False,False,True,True,False,False,False,False
"After reviewing the curriculum, several significant changes were made by the faculty in traditional business programs at Harvard University.",False,True,False,True,False,False,False,True,True,False,True,True,False
"Having hit more home runs in one season than any other player in the history of baseball, Mark McGwire's record is famous.",False,False,False,False,False,False,False,True,False,False,False,False,False
"Banned in the U.S., the effect of fluorocarbons continues at a level that could eventually damage the ozone layer, and bring about such serious results as high risk of skin cancer and global climate changes.",False,True,False,False,False,False,False,False,True,False,True,True,False
"To avoid jet lag, many doctors recommend that their patients begin adjusting one week before departure time by shifting one hour each day toward the new time schedule.",False,False,True,False,False,True,False,True,False,True,True,False,False
"Traditionally named for women, Bob was chosen as the first male name for a hurricane.",False,True,False,True,False,False,False,True,True,False,True,True,False
"Founded in 1919, students and teachers who are interested in spending several months abroad may benefit from educational programs administered by the Institute for International Education.",False,True,False,False,False,False,False,False,True,False,True,True,False
Rock music is not only popular in the United States but also abroad.,False,False,False,False,False,False,False,False,False,False,False,False,False
To control quality and making decisions about production are among the many responsibilities of an industrial engineer.,False,True,False,False,False,False,False,False,False,False,False,False,False
"The six main parts of a business letter are the address, the inside address, the salutation, the body, the closing, and signing your name.",False,True,False,False,False,False,True,True,False,False,False,False,False
To read literature and being introduced to a different culture are two excellent reasons for studying a foreign language.,False,True,False,True,False,False,False,False,False,False,False,False,False
Ice skating and to go skiing are popular winter sports in the northern United States.,False,False,False,False,False,False,False,True,False,True,False,False,False
"To treat minor diarrhea, drink plenty of liquids, especially tea, water, and carbonated beverages, eat soup, yogurt, salty crackers, and bananas, and avoiding milk, butter, eggs, and meat for twenty-four hours.",False,True,False,False,False,False,False,False,False,False,False,False,False
"The Smithsonian Institute is famous because it contains such interesting exhibits as the flag that was raised over Fort McHenry in 1812, the airplane that the Wright brothers built for their first flight at Kitty Hawk, and there are the gowns worn by every firs t lady since Martha Washington.",False,True,False,True,False,False,False,False,False,False,False,False,False
"In order to become a law, a bill must be passed not only by the Senate but also the House of Representatives.",False,False,False,True,False,False,False,False,True,False,True,True,False
"The cloverleaf is a common engineering design for expressways that permits traffic between two intersecting highways to move more safely, efficiently, and with ease.",False,False,False,False,False,False,False,True,True,False,True,True,False
"A new product should be judged not by the prontises made in commercials and advertisements, but also by the results demonstrated in actual use.",False,False,False,True,False,False,False,False,False,False,False,True,False
"Snakes stick out their tongues, move them around, and also they retract them quickly to pick up odor molecules that aid in detecting direction.",False,False,False,False,False,False,True,False,False,False,False,False,False
"Thought by some to be the first labor party, the Workingman's Party struggled not only for better working conditions also for public schools for all children.",False,False,False,False,False,False,False,False,False,False,False,False,False
The cerebellum's main functions are the maintenance of posture and move the body.,False,False,False,False,False,False,False,False,False,False,False,False,False
"Increasing involvement in agriculture by large corporations has resulted in what is known as agribusiness-that is, agriculture with business techniques, including heavy capitalization, specialization of production, and to control all stages of the operation.",False,False,True,True,False,True,False,False,False,False,True,False,False
Some international students use a cassette recorder to make tapes of their classes so that they can repeat the lectures again.,False,False,False,False,False,False,False,False,False,False,False,False,False
Blood plasma it is the transportation system for all of the widely separated organs in the human body.,False,False,False,False,False,False,True,False,False,False,False,False,False
